datetime,available_list,long_list,short_list
2023-08-24 00:00:14.342291,"['XRP', 'XTZ', 'ASTR']",[],"['ADA', 'ASTR', 'BTC', 'ETH', 'XEM', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:05:14.493885,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ASTR', 'BTC', 'ETH', 'XRP', 'XYM']"
datetime,available_list,long_list,short_list
2023-08-24 00:10:14.535638,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ADA', 'BCH', 'BTC', 'DOT', 'ETH', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:15:16.353402,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ASTR', 'BCH', 'BTC', 'MKR', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:20:15.124799,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ASTR', 'BTC', 'ENJ', 'MKR', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:25:17.397616,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ASTR', 'BTC', 'ENJ', 'ETH', 'XLM', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:30:14.557547,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['BTC', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 00:35:16.882897,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['BCH', 'BTC', 'ETH', 'MKR', 'XRP', 'XYM']"
datetime,available_list,long_list,short_list
2023-08-24 00:40:14.758596,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['BCH', 'BTC', 'DOT', 'ETH', 'XRP', 'XYM']"
datetime,available_list,long_list,short_list
2023-08-24 00:45:15.731226,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['BTC', 'ETH', 'FCR']"
datetime,available_list,long_list,short_list
2023-08-24 00:50:16.263006,"['XRP', 'XTZ', 'ASTR']",[],"['BTC', 'ETH', 'LINK', 'XEM', 'XRP', 'XTZ']"
datetime,available_list,long_list,short_list
2023-08-24 00:55:16.089663,"['XRP', 'XTZ', 'ASTR']",[],"['ADA', 'ASTR', 'BTC', 'FCR', 'XEM', 'XRP']"
datetime,available_list,long_list,short_list
2023-08-24 01:00:17.250971,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],['FCR']
datetime,available_list,long_list,short_list
2023-08-24 01:05:14.915776,"['XRP', 'XEM', 'XTZ', 'ASTR']","['BCH', 'XYM']","['ADA', 'BTC', 'ENJ', 'ETH', 'FCR', 'LTC']"
datetime,available_list,long_list,short_list
2023-08-24 01:10:15.891384,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],"['ASTR', 'BTC', 'ETH', 'XRP', 'XYM']"
datetime,available_list,long_list,short_list
2023-08-24 01:15:14.280521,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],['BTC']
datetime,available_list,long_list,short_list
2023-08-24 01:20:13.649927,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],['FCR']
datetime,available_list,long_list,short_list
2023-08-24 01:25:15.207868,"['XRP', 'XEM', 'XTZ', 'ASTR']",[],['XRP']
