openTime,signal,return,signal_return
1686105300000,-1,0.0025281798643868015,-0.0025281798643868015
1686105600000,-1,-0.0005317734770355123,0.0005317734770355123
1686105900000,1,0.00034435559642227915,0.00034435559642227915
1686106200000,1,-0.0009261737559573409,-0.0009261737559573409
1686106500000,-1,-0.0006103815899524245,0.0006103815899524245
1686106800000,-1,-0.0001382061246685765,0.0001382061246685765
1686107100000,-1,-0.0015887443189212193,0.0015887443189212193
1686107400000,-1,-0.001334564889767607,0.001334564889767607
1686107700000,-1,-0.00030586615455503166,0.00030586615455503166
1686108000000,-1,-0.0006935540511826242,0.0006935540511826242
1686108300000,-1,-0.0030605834174958573,0.0030605834174958573
1686108600000,-1,0.001205804463007892,-0.001205804463007892
1686108900000,-1,0.0015338975976155694,-0.0015338975976155694
1686109200000,-1,0.000240670670092507,-0.000240670670092507
1686109500000,1,0.002243470841090895,0.002243470841090895
1686109800000,1,0.0014555616478208716,0.0014555616478208716
1686110100000,1,-0.0010821386886389695,-0.0010821386886389695
1686110400000,1,0.0011990781409070273,0.0011990781409070273
1686110700000,1,-0.0001678217066131807,-0.0001678217066131807
1686111000000,-1,0.000580862785305564,-0.000580862785305564
1686111300000,1,-0.0003595038885110927,-0.0003595038885110927
1686111600000,1,-5.3537190181230145e-05,-5.3537190181230145e-05
1686111900000,1,-0.0003860320390587999,-0.0003860320390587999
1686112200000,-1,-0.00030648073741972265,0.00030648073741972265
1686112500000,-1,5.330774562801971e-05,-5.330774562801971e-05
1686112800000,-1,0.0,-0.0
1686113100000,-1,0.0009792905881487858,-0.0009792905881487858
1686113400000,1,0.00046533296903778225,0.00046533296903778225
1686113700000,1,-0.0001908455114044536,-0.0001908455114044536
1686114000000,1,0.00010461020927989153,0.00010461020927989153
1686114300000,1,0.0005345922411337891,0.0005345922411337891
1686114600000,1,-0.0008007974869491572,-0.0008007974869491572
1686114900000,1,0.00026620524581532685,0.00026620524581532685
1686115200000,1,0.00026533610215667697,0.00026533610215667697
1686115500000,-1,-0.0005847909020196023,0.0005847909020196023
1686115800000,1,-0.0003816160192951057,-0.0003816160192951057
1686116100000,-1,-0.00046010348211116334,0.00046010348211116334
1686116400000,-1,-0.00045311705321625655,0.00045311705321625655
1686116700000,-1,-0.0007222130970474999,0.0007222130970474999
1686117000000,-1,0.001324547293458648,-0.001324547293458648
1686117300000,-1,0.00021312873055955386,-0.00021312873055955386
1686117600000,1,0.0003994939796122355,0.0003994939796122355
1686117900000,1,-0.0003864413210586031,-0.0003864413210586031
1686118200000,1,0.00011799895625892415,0.00011799895625892415
1686118500000,1,-0.00013105161481275293,-0.00013105161481275293
1686118800000,-1,0.0,-0.0
1686119100000,1,-0.0001593094392080249,-0.0001593094392080249
1686119400000,-1,-0.0022410117559261856,0.0022410117559261856
1686119700000,-1,0.0013206229206557992,-0.0013206229206557992
1686120000000,-1,-0.0003464647230753221,0.0003464647230753221
1686120300000,-1,-0.00042424267316842505,0.00042424267316842505
1686120600000,1,-0.0008167067842678086,-0.0008167067842678086
1686120900000,-1,0.00028868688129312416,-0.00028868688129312416
1686121200000,-1,-0.00016957007617476947,0.00016957007617476947
1686121500000,-1,-0.0005909159930569907,0.0005909159930569907
1686121800000,-1,-0.00046400153503954475,0.00046400153503954475
1686122100000,-1,-0.0004810675674479906,0.0004810675674479906
1686122400000,-1,0.0008822704329969235,-0.0008822704329969235
1686122700000,-1,0.0021356121304216846,-0.0021356121304216846
1686123000000,1,-7.733363235747059e-06,-7.733363235747059e-06
1686123300000,1,-8.480425157064596e-05,-8.480425157064596e-05
1686123600000,1,-0.0001741646137381145,-0.0001741646137381145
1686123900000,-1,-0.00026650656867003566,0.00026650656867003566
1686124200000,-1,-0.0009615077351724684,0.0009615077351724684
1686124500000,-1,0.0002670299001234028,-0.0002670299001234028
1686124800000,-1,-0.0009076582614218551,0.0009076582614218551
1686125100000,-1,-0.0004680409764293707,0.0004680409764293707
1686125400000,-1,0.00038786675245278053,-0.00038786675245278053
1686125700000,-1,0.0015350209646388961,-0.0015350209646388961
1686126000000,1,-0.0002676845634984377,-0.0002676845634984377
1686126300000,1,-0.0009480139285599521,-0.0009480139285599521
1686126600000,1,0.0010886706837389536,0.0010886706837389536
1686126900000,-1,0.00011021623074584159,-0.00011021623074584159
1686127200000,-1,0.0003505829611501842,-0.0003505829611501842
1686127500000,1,-0.001735439434878239,-0.001735439434878239
1686127800000,-1,6.332972462916215e-05,-6.332972462916215e-05
1686128100000,-1,-0.0006377558055213686,0.0006377558055213686
1686128400000,-1,0.0005207129179877262,-0.0005207129179877262
1686128700000,-1,-0.0015950719840252979,0.0015950719840252979
1686129000000,-1,-0.0023944372623411754,0.0023944372623411754
1686129300000,-1,0.0007777822870003171,-0.0007777822870003171
1686129600000,-1,-0.00021476836938628905,0.00021476836938628905
1686129900000,-1,-0.0014864097173524216,0.0014864097173524216
1686130200000,1,-0.0010177964780704353,-0.0010177964780704353
1686130500000,-1,0.0020804329388822364,-0.0020804329388822364
1686130800000,-1,-0.00238210171799452,0.00238210171799452
1686131100000,-1,-0.0018167753878486417,0.0018167753878486417
1686131400000,-1,-0.003191239610081668,0.003191239610081668
1686131700000,-1,-0.004412487835533572,0.004412487835533572
1686132000000,-1,0.006471351636269774,-0.006471351636269774
1686132300000,-1,-0.0017921550860084566,0.0017921550860084566
1686132600000,-1,0.0007270751535828519,-0.0007270751535828519
1686132900000,1,-0.0002835288396175071,-0.0002835288396175071
1686133200000,-1,0.0018811279792480915,-0.0018811279792480915
1686133500000,1,-7.116589690098481e-05,-7.116589690098481e-05
1686133800000,1,-6.739661698495524e-05,-6.739661698495524e-05
1686134100000,1,0.0007936438842143284,0.0007936438842143284
1686134400000,1,-0.00040550162520534133,-0.00040550162520534133
1686134700000,1,0.0014057541276174684,0.0014057541276174684
1686135000000,1,-0.0004767115981126915,-0.0004767115981126915
1686135300000,1,-6.461985086370642e-05,-6.461985086370642e-05
1686135600000,1,-0.0014534337972487512,-0.0014534337972487512
1686135900000,-1,0.0036296312717301357,-0.0036296312717301357
1686136200000,1,-0.0010618209208603491,-0.0010618209208603491
1686136500000,1,0.0035881809873798123,0.0035881809873798123
1686136800000,1,-0.0003792846308543116,-0.0003792846308543116
1686137100000,1,0.006147286497159632,0.006147286497159632
1686137400000,1,-0.003095647220216624,-0.003095647220216624
1686137700000,1,0.0003741214869537875,0.0003741214869537875
1686138000000,1,-0.0028572896664383275,-0.0028572896664383275
1686138300000,-1,0.0019982053589278925,-0.0019982053589278925
1686138600000,-1,0.0021537999319972134,-0.0021537999319972134
1686138900000,-1,-0.0010703098979931076,0.0010703098979931076
1686139200000,1,0.00022969656117032445,0.00022969656117032445
1686139500000,1,-0.0005003254356635433,-0.0005003254356635433
1686139800000,-1,-0.0016919543430130013,0.0016919543430130013
1686140100000,-1,0.00011855946781493878,-0.00011855946781493878
1686140400000,-1,0.0002900501320076025,-0.0002900501320076025
1686140700000,-1,0.001558781760754926,-0.001558781760754926
1686141000000,1,0.00011271761924550099,0.00011271761924550099
1686141300000,1,0.0010461716587444854,0.0010461716587444854
1686141600000,1,-0.00039975982919453315,-0.00039975982919453315
1686141900000,1,-0.0017351220347522503,-0.0017351220347522503
1686142200000,1,-0.00018798528101200273,-0.00018798528101200273
1686142500000,-1,0.00021445547644234237,-0.00021445547644234237
1686142800000,-1,-0.0004960984168430732,0.0004960984168430732
1686143100000,-1,-0.00011316095338537822,0.00011316095338537822
1686143400000,-1,-0.0020948523910311705,0.0020948523910311705
1686143700000,-1,0.0007889637676210073,-0.0007889637676210073
1686144000000,-1,0.00025472592391832273,-0.00025472592391832273
1686144300000,-1,0.0013371168554192684,-0.0013371168554192684
1686144600000,1,-0.0010420266244865728,-0.0010420266244865728
1686144900000,1,-0.003486927167092001,-0.003486927167092001
1686145200000,-1,0.0009629964163233304,-0.0009629964163233304
1686145500000,-1,0.001130457716960644,-0.001130457716960644
1686145800000,-1,0.0016609070064495359,-0.0016609070064495359
1686146100000,1,-0.001969550184272247,-0.001969550184272247
1686146400000,1,0.0008980451368563045,0.0008980451368563045
1686146700000,1,-0.0007363374822210138,-0.0007363374822210138
1686147000000,-1,-0.0015298940766512773,0.0015298940766512773
1686147300000,-1,-0.004247433693900148,0.004247433693900148
1686147600000,-1,0.004683212861450464,-0.004683212861450464
1686147900000,-1,-0.003435262854674644,0.003435262854674644
1686148200000,-1,-0.004836588569268028,0.004836588569268028
1686148500000,1,0.002625331836731501,0.002625331836731501
1686148800000,-1,-0.002134991689969022,0.002134991689969022
1686149100000,-1,-0.0015971950818220004,0.0015971950818220004
1686149400000,1,0.002597695415405512,0.002597695415405512
1686149700000,-1,-0.0017044246798254186,0.0017044246798254186
1686150000000,-1,0.006672603357177769,-0.006672603357177769
1686150300000,1,-0.0012453871431728702,-0.0012453871431728702
1686150600000,1,0.0018118639642954802,0.0018118639642954802
1686150900000,1,-0.0022966602246994377,-0.0022966602246994377
1686151200000,-1,9.805553722618442e-05,-9.805553722618442e-05
1686151500000,1,0.004739363194543669,0.004739363194543669
1686151800000,-1,-0.0025996227418370686,0.0025996227418370686
1686152100000,1,-0.006399190438504364,-0.006399190438504364
1686152400000,1,0.0020578905311814744,0.0020578905311814744
1686152700000,-1,-0.005003045653688674,0.005003045653688674
1686153000000,-1,0.001804262951097404,-0.001804262951097404
1686153300000,-1,0.0016393362006919222,-0.0016393362006919222
1686153600000,-1,0.000257103221329846,-0.000257103221329846
1686153900000,1,-0.004592107377542676,-0.004592107377542676
1686154200000,1,0.0036782934309856114,0.0036782934309856114
1686154500000,-1,0.0006577922652319163,-0.0006577922652319163
1686154800000,-1,-0.003909556207563669,0.003909556207563669
1686155100000,1,0.004839788078571637,0.004839788078571637
1686155400000,-1,-0.0012266175899822102,0.0012266175899822102
1686155700000,-1,0.001974067572907706,-0.001974067572907706
1686156000000,1,0.00036596029901152824,0.00036596029901152824
1686156300000,1,-0.0016197685474361758,-0.0016197685474361758
1686156600000,1,0.0,0.0
1686156900000,-1,-0.00029788220033547387,0.00029788220033547387
1686157200000,-1,0.0027092967262120383,-0.0027092967262120383
1686157500000,1,-0.0013309173921223626,-0.0013309173921223626
1686157800000,1,0.0003241915047300625,0.0003241915047300625
1686158100000,1,-0.00022052517200652554,-0.00022052517200652554
1686158400000,-1,0.0008524099579712495,-0.0008524099579712495
1686158700000,1,0.002157322589224866,0.002157322589224866
1686159000000,1,-0.00017441738447207652,-0.00017441738447207652
1686159300000,1,0.0019088599406784463,0.0019088599406784463
1686159600000,1,-0.001289385440821768,-0.001289385440821768
1686159900000,1,-0.00010303973966701457,-0.00010303973966701457
1686160200000,1,0.0011992308076748783,0.0011992308076748783
1686160500000,-1,-0.0005053300329206604,0.0005053300329206604
1686160800000,1,0.0005448317788627374,0.0005448317788627374
1686161100000,1,-0.0005448317788626539,-0.0005448317788626539
1686161400000,-1,0.00016076565349038957,-0.00016076565349038957
1686161700000,1,-0.0009544878931979912,-0.0009544878931979912
1686162300000,-1,-6.727075809949428e-05,6.727075809949428e-05
1686162600000,-1,-0.00021314364347487164,0.00021314364347487164
1686162900000,-1,0.00032104374745683457,-0.00032104374745683457
1686163200000,-1,-0.0005135041197202783,0.0005135041197202783
1686163500000,-1,0.00021695267179127747,-0.00021695267179127747
1686163800000,1,-0.0004032572906117893,-0.0004032572906117893
1686164100000,-1,-2.692514446394581e-07,2.692514446394581e-07
1686164400000,-1,0.0,-0.0
1686164700000,-1,0.0005383580210781283,-0.0005383580210781283
1686165000000,1,-0.0008052218436158506,-0.0008052218436158506
1686165300000,1,0.0007513990819569189,0.0007513990819569189
1686165600000,1,0.00038692120716728824,0.00038692120716728824
1686165900000,-1,0.0002724770371571932,-0.0002724770371571932
1686166200000,1,-0.0005517556177404402,-0.0005517556177404402
1686166500000,1,0.0007937756146138189,0.0007937756146138189
1686166800000,1,-0.0009552438999023247,-0.0009552438999023247
1686167100000,-1,0.0006319996217653567,-0.0006319996217653567
1686167400000,1,1.3179222498634004e-05,1.3179222498634004e-05
1686167700000,-1,-0.0010118086456827238,0.0010118086456827238
1686168000000,1,0.0,0.0
1686168300000,-1,-0.0038401825392368745,0.0038401825392368745
1686168600000,-1,0.0012311330705878619,-0.0012311330705878619
1686168900000,-1,-0.0012316736109822825,0.0012316736109822825
1686169200000,-1,-0.0007029497139706353,0.0007029497139706353
1686169500000,1,0.0017834468477248486,0.0017834468477248486
1686169800000,-1,-0.00027001485245727557,0.00027001485245727557
1686170100000,1,-0.0008104822812968662,-0.0008104822812968662
1686170400000,1,0.0,0.0
1686170700000,-1,0.00047286115651235666,-0.00047286115651235666
1686171300000,-1,,
