,openTime,signal,return
90,1685507400000,1,-0.0005464862099436862
91,1685507700000,1,-0.001255149538593625
92,1685508000000,-1,0.008632717351632402
93,1685508300000,-1,0.0016867457296089183
94,1685508600000,-1,0.0009468012763509392
95,1685508900000,-1,0.0011309551859007838
96,1685509200000,-1,0.0023116478746992852
97,1685509500000,-1,0.00034938948784224433
98,1685509800000,-1,0.0005760371691136967
99,1685510100000,-1,0.0008198536043320104
100,1685510400000,-1,0.0003368421052631909
101,1685510700000,-1,0.0028430629264594165
102,1685511000000,-1,-0.0
103,1685511300000,-1,-0.0004751948298802322
104,1685511600000,-1,0.0013299135556188446
105,1685511900000,-1,0.0009036431085323038
106,1685512200000,-1,0.00019041271956965478
107,1685512500000,-1,9.522449173926528e-05
108,1685512800000,-1,0.0003333174610732348
109,1685513100000,-1,0.0002381632847480164
110,1685513400000,-1,-0.002429844204106857
111,1685513700000,-1,-0.0004277566539923061
112,1685514000000,-1,-0.0011998458623001529
113,1685514300000,1,0.0005098374372523029
114,1685514600000,1,-0.001683924854425256
115,1685514900000,1,0.0008158021214021982
116,1685515200000,1,0.0008306962025317333
117,1685515500000,1,-0.00025058298090985254
118,1685515800000,1,0.0005273840407422625
119,1685516100000,1,-0.0005795268953163735
120,1685516400000,1,0.0005930416447021969
121,1685516700000,1,-0.00010800131708921246
122,1685517000000,1,0.00033194233687394714
123,1685517300000,1,-0.0004266413842142214
124,1685517600000,1,0.001280470454329885
125,1685517900000,1,0.0011683165190483624
126,1685518200000,1,6.307854856268946e-05
127,1685518500000,1,-6.254894849433423e-05
128,1685518800000,1,-0.0003159182313204889
129,1685519100000,1,7.93988821057301e-05
130,1685519400000,1,-7.43976811057312e-05
131,1685519700000,1,-0.0009469978302129034
132,1685520000000,1,8.131585367032734e-05
133,1685520300000,1,0.0008746664084418043
134,1685520600000,-1,-0.0006493796715243416
135,1685520900000,-1,0.0009461128188960055
136,1685521200000,-1,-0.0001896121471696155
137,1685521500000,-1,-0.0007414769589979553
138,1685521800000,1,0.00046242288572906354
139,1685522100000,1,-0.001733021692315817
140,1685522400000,1,0.00010496682495864107
141,1685522700000,1,-0.00015782828282828731
142,1685523000000,1,0.0007103393843725936
143,1685523300000,-1,0.00022083760548941012
144,1685523600000,-1,-0.0008391053049547903
145,1685523900000,-1,0.00010562128568425422
146,1685524200000,-1,0.0005901752894184042
147,1685524500000,1,-0.0012312657901358826
148,1685524800000,1,-0.0006633813495071639
149,1685525100000,-1,0.0001896633475581
150,1685525400000,-1,0.0013647812661375935
151,1685525700000,-1,-0.0024589082658363903
152,1685526000000,-1,-0.00025792052889506145
153,1685526300000,-1,-0.0004051991790769982
154,1685526600000,-1,-0.0001078340092683927
155,1685526900000,-1,-0.0001541071123325466
156,1685527200000,1,-0.00018064039781906516
157,1685527500000,1,-0.00013149420281510782
158,1685527800000,1,-0.0002496088190556689
159,1685528100000,1,-0.00031544330439359225
160,1685528400000,1,-0.001326648421851595
161,1685528700000,-1,-0.0001159493617515217
162,1685529000000,-1,-0.0004919371838110198
163,1685529300000,-1,-0.00014669217056217931
164,1685529600000,-1,-0.00023040722304257244
165,1685529900000,-1,0.00034539959073309756
166,1685530200000,-1,-7.189532672469134e-05
167,1685530500000,-1,0.00014220031284073453
168,1685530800000,-1,0.002408004382499551
169,1685531100000,-1,-0.0018356413273536987
170,1685531400000,-1,-0.0005296819536568798
171,1685531700000,-1,-0.0008586313521599109
172,1685532000000,-1,0.000526315789473708
173,1685532300000,-1,-0.0003780937335440271
174,1685532600000,1,-0.0005200771904040336
175,1685532900000,1,0.0005627445713713985
176,1685533200000,1,-0.0003553008384836742
177,1685533500000,1,-0.0013445676387028316
178,1685533800000,1,0.0001423622645091438
179,1685534100000,-1,0.00014286919297357148
180,1685534400000,-1,0.0013545512976327334
181,1685534700000,-1,-0.00026399155227041504
182,1685535000000,-1,-0.0001979414093429277
183,1685535300000,-1,0.0003403918464278677
184,1685535600000,-1,-0.0003801016771987076
185,1685535900000,-1,-0.0009973877938731501
186,1685536200000,-1,0.0008066046688176565
187,1685536500000,-1,-0.0003798850847618329
188,1685536800000,1,0.00023733801680347888
189,1685537100000,1,0.00017295199527556093
190,1685537400000,1,-0.00042545160079454636
191,1685537700000,1,-0.0005068562727551518
192,1685538000000,1,0.0004749240121579845
193,1685538300000,1,0.002800721541820872
194,1685538600000,1,9.467455621292586e-05
195,1685538900000,1,-6.416223579097657e-05
196,1685539200000,1,0.00036395996861116053
197,1685539500000,1,-0.001051524710830698
198,1685539800000,1,0.0003263157894737301
199,1685540100000,1,-9.470593806226724e-05
200,1685540400000,1,-0.0005193534128938859
201,1685540700000,1,-0.0009044709187329136
202,1685541000000,-1,0.0005274709061064975
203,1685541300000,-1,-0.0033035734056541255
204,1685541600000,-1,0.0021150814503415605
205,1685541900000,-1,-6.556168459304068e-05
206,1685542200000,-1,0.007117583886468326
207,1685542500000,-1,0.00025615426532654695
208,1685542800000,-1,0.0011137343148199808
209,1685543100000,-1,-0.002201540095592147
210,1685543400000,-1,0.0008719518447305452
211,1685543700000,-1,0.00026518164942990197
212,1685544000000,-1,-0.0034976127320955896
213,1685544300000,-1,-0.0012724724610420068
214,1685544600000,-1,0.0014363780359027967
215,1685544900000,1,-0.000501512335960963
216,1685545200000,1,-0.0013383899433485613
217,1685545500000,1,-0.0018942674572161033
218,1685545800000,1,0.0016064960394857053
219,1685546100000,-1,-0.00021618734541006823
220,1685546400000,-1,0.0014091520718773065
221,1685546700000,-1,-0.0005517241379311422
222,1685547000000,-1,0.0007632393798646664
223,1685547300000,-1,0.00015202160882377136
224,1685547600000,-1,0.001234932182215931
225,1685547900000,-1,-0.0007821520552480088
226,1685548200000,-1,-0.0005832354195127731
227,1685548500000,-1,0.00015441290594742085
228,1685548800000,-1,7.721837648766439e-05
229,1685549100000,-1,-0.0017350265720725844
230,1685549400000,1,0.00014676351999320936
231,1685549700000,1,-0.001029312903176205
232,1685550000000,1,0.0006925721897796944
233,1685550300000,1,-0.0007631039252158356
234,1685550600000,1,-0.00077164176729827
235,1685550900000,1,0.0007841794775851341
236,1685551200000,1,-6.89431153011455e-06
237,1685551500000,-1,0.001536911735498414
238,1685551800000,-1,-0.0005521321356571907
239,1685552100000,-1,-0.0003861995890093173
240,1685552400000,-1,0.00011594781234069984
241,1685552700000,-1,0.0009247711290965022
242,1685553000000,-1,-0.0007484697936130935
243,1685553300000,-1,-0.0002314327625454471
244,1685553900000,-1,-0.0012306614606343302
245,1685554200000,-1,-0.0009490258373012761
246,1685554500000,1,7.307533855582804e-05
247,1685554800000,1,-0.0005453775283278395
248,1685555100000,1,0.00047680350927392645
249,1685555400000,1,-0.0002491434865261599
250,1685555700000,1,-0.0007942269052507722
251,1685556000000,1,-0.00026504108136760074
252,1685556900000,1,0.0006715270413573116
253,1685557200000,1,-0.00014253418899767833
254,1685557500000,-1,-0.00026311640582465934
255,1685557800000,-1,0.0004206635888643895
256,1685558100000,-1,6.890337626574983e-06
257,1685558400000,-1,8.586479898364807e-05
258,1685558700000,-1,0.0004903195027895491
259,1685559000000,-1,-0.000200201527365218
260,1685559300000,-1,0.0008364362777392165
261,1685559600000,-1,0.0003184037359371672
262,1685559900000,-1,-0.0006449729270623372
263,1685560500000,-1,-0.0005880589809630354
264,1685560800000,-1,0.0003305722027215907
265,1685561100000,-1,0.0006913285600635977
266,1685561400000,-1,-0.0001610766180704104
267,1685561700000,-1,-0.0017710267975590277
268,1685562000000,1,0.0010395492196759726
269,1685562300000,1,-0.0010379405228065908
270,1685562600000,1,-0.0019803071078379197
271,1685562900000,1,0.0009739398121118015
272,1685563800000,1,0.0001511186758822447
273,1685564100000,1,0.0010486581628865732
274,1685564400000,1,0.0009543490672059285
275,1685564700000,1,-3.9682539682561746e-05
276,1685565000000,1,3.9684114448990115e-05
277,1685565300000,1,-0.00026507936507935703
278,1685565600000,1,0.00010637740480423652
279,1685565900000,1,0.00014552574482729064
280,1685566200000,1,1.2963134432997236e-05
281,1685566500000,1,
