,openTime,signal,return,signal_return
90,1686198900000,1,-0.000270401913895276,-0.000270401913895276
91,1686199200000,1,0.000161870990798106,0.000161870990798106
92,1686199500000,1,0.0004489330609055695,0.0004489330609055695
93,1686199800000,1,0.00021938702379933116,0.00021938702379933116
94,1686200100000,1,0.0,0.0
95,1686200400000,1,-1.866360727822031e-05,-1.866360727822031e-05
96,1686200700000,1,0.0006581550211522974,0.0006581550211522974
97,1686201000000,1,3.1355656400811215e-05,3.1355656400811215e-05
98,1686201300000,1,-0.00024330242611442205,-0.00024330242611442205
99,1686201600000,1,0.000364931444245066,0.000364931444245066
100,1686201900000,1,-0.00027030679986182017,-0.00027030679986182017
101,1686202200000,1,-0.00018952863797944743,-0.00018952863797944743
102,1686202500000,1,-0.0004649163376339343,-0.0004649163376339343
103,1686202800000,1,-0.0006981860976553233,-0.0006981860976553233
